replicate,delta_rank
1140,0.05581869706028898
1141,0.035765445939212756
1142,0.05256757598405581
1143,0.03411185849526656
1144,0.050826793721973094
1145,0.05567233432984553
1146,0.05067575984055805
1147,0.05590589187842551
1148,0.05288988540109616
1149,0.04335606626806179
1150,0.04521674140508221
1151,0.05835513203786746
1152,0.05555711260587942
1153,0.04265072247135027
1154,0.06429995017438964
1155,0.04422178624813154
1156,0.04729384653712007
1157,0.048716990533134025
1158,0.03342987045341305
1159,0.047359242650722465
1160,0.059879484304932735
1161,0.06394027154957647
1162,0.058520179372197306
1163,0.058197869955156946
1164,0.05019774539113104
1165,0.050468672147483816
1166,0.047275161933233674
1167,0.052305991529646226
1168,0.0374719730941704
1169,0.05429745889387145
1170,0.05166604384653712
1171,0.04246543348281016
1172,0.047949364723467856
1173,0.0525115221723966
1174,0.03913490284005979
1175,0.05084236422521176
1176,0.06496792476332834
1177,0.04744955156950673
1178,0.03780362481315396
1179,0.06034971350274041
1180,0.04411590682610862
1181,0.05242277030393622
1182,0.04220696312904833
1183,0.04125093423019431
1184,0.05462599651220728
1185,0.04780611609367215
1186,0.0382240284005979
1187,0.05596817389138017
1188,0.048745017438963624
1189,0.037414362232187345
1190,0.06117027902341804
1191,0.05134684853014449
1192,0.060925822122571
1193,0.04837443946188341
1194,0.04504702291978077
1195,0.052052192326856005
1196,0.05568634778276033
1197,0.053668410563029394
1198,0.05169874190333831
1199,0.05119892874937717
1200,0.04276438714499252
1201,0.05131103637269556
1202,0.0554418908819133
1203,0.0612232187344295
1204,0.04711478574987544
1205,0.05595104633781764
1206,0.05442357997010463
1207,0.05034099402092676
1208,0.06344980069755854
1209,0.055166292974588936
1210,0.04075579222720478
1211,0.06424233931240658
1212,0.05988726955655206
1213,0.04979602640757349
1214,0.03438278525161933
1215,0.040522234678624806
1216,0.05336322869955156
1217,0.05216741405082212
1218,0.045180929247633284
1219,0.045610675137020426
1220,0.04225990284005979
1221,0.04099402092675635
1222,0.04819070752366716
1223,0.04794469357249626
1224,0.05167071499750872
1225,0.05587786497259591
1226,0.05230910563029398
1227,0.03840931738913801
1228,0.052987979571499755
1229,0.05751588191330344
1230,0.05475211758844046
1231,0.05318883906327852
1232,0.04552970852017937
1233,0.04783102889885401
1234,0.05009965122072745
1235,0.054369083208769306
1236,0.05055898106626806
1237,0.057302566018933736
1238,0.053824115595416035
1239,0.044089436970602885
1240,0.04443354509217738
1241,0.05012767812655705
1242,0.05591990533134031
1243,0.05515227952167413
