clone_id,treatment,outer_fold,y,pred_W0,pred_W1,pred_W2,pred_W3,pred_W4
L105784,Trametinib,1,0,0.19726215106258552,0.17898792661980484,0.3406932816606597,0.2501268601084862,0.1182510758520427
L105849,Acid,3,1,0.47049894201675735,0.2940412912595201,0.1806405743308646,0.3665557232412626,0.25798407941078744
L105849,Cisplatin,3,0,0.1901270509498604,0.07931520225948777,0.1806405743308646,0.12076081657945247,0.0627123891754046
L105849,CoCl2,3,0,0.2186598922625351,0.09607724459137335,0.1806405743308646,0.14197636899835503,0.07668580672268478
L105849,Dabrafenib,3,0,0.2186598922625351,0.09607724459137361,0.1806405743308646,0.14197636899835503,0.07668580672268478
L105849,Doxorubicin,3,0,0.2882083795228566,0.14234777946445465,0.1806405743308646,0.19763712595093144,0.11648618008039213
L105849,Trametinib,3,1,0.19191054568686872,0.08032738842690436,0.1806405743308646,0.1220598907414105,0.06354714354780766
L106015,Acid,2,1,0.4723002644704608,0.5974253871585411,0.30797557662384395,0.5465634310173186,0.6206399630902133
L106015,Cisplatin,2,0,0.20261025237344546,0.241737546616509,0.30797557662384395,0.23238191778743897,0.2573116204138008
L106015,CoCl2,2,1,0.22668291955083833,0.2752846585139131,0.30797557662384395,0.26068632573869804,0.2925612444200985
L106015,Dabrafenib,2,1,0.22668291955083833,0.2752846585139132,0.30797557662384395,0.2606863257386982,0.2925612444200985
L106015,Doxorubicin,2,1,0.2819646373115759,0.35245724338019135,0.30797557662384395,0.3258010647266856,0.37347447270829637
L106015,Trametinib,2,0,0.19458603455920903,0.2305986804685105,0.30797557662384395,0.22296249008762634,0.24562201498837222
L106119,Acid,1,1,0.47587273821028014,0.41305005356356256,0.2895095417101514,0.5174365595348928,0.322056386456397
L106119,Cisplatin,1,1,0.19458719593808257,0.1265625992972331,0.2895095417101514,0.20295618779687336,0.08300496123430251
L106119,CoCl2,1,0,0.23560044533301658,0.16285012380500055,0.2895095417101514,0.24814971033677752,0.1091988355376429
L106119,Dabrafenib,1,0,0.23203384804524899,0.15957834882299102,0.2895095417101514,0.24418800401349647,0.10679301042795426
L106119,Doxorubicin,1,0,0.29979943088858513,0.22502867226033715,0.2895095417101514,0.32033280080059207,0.156736677693239
L106119,Trametinib,1,0,0.19726215106258552,0.1288450374752859,0.2895095417101514,0.20587788727412998,0.08461544924041962
L106449,Acid,2,0,0.4723002644704608,0.28798107904013687,0.21190402074807893,0.4153902367864796,0.3059776196490531
L106449,Cisplatin,2,0,0.20261025237344546,0.07994198058564067,0.21190402074807893,0.15142972741473346,0.08539175002585934
L106449,CoCl2,2,0,0.22668291955083833,0.0938138784504659,0.21190402074807893,0.17208448798260556,0.10026941042991744
L106449,Dabrafenib,2,0,0.22668291955083833,0.09381387845046599,0.21190402074807893,0.1720844879826057,0.10026941042991744
L106449,Doxorubicin,2,0,0.2819646373115759,0.12918161513286344,0.21190402074807893,0.22170475445448995,0.13840543139563105
L106449,Trametinib,2,0,0.19458603455920903,0.07551591043043948,0.21190402074807893,0.1446732019002725,0.08066414091618161
L106663,Acid,3,0,0.47049894201675735,0.2800284500633928,0.0330877527081508,0.07624678734385783,0.16920262940061795
L106663,Cisplatin,3,0,0.1901270509498604,0.07445610040842693,0.0330877527081508,0.01921441126521389,0.03771519940203197
L106663,CoCl2,3,0,0.2186598922625351,0.09029195479406704,0.0330877527081508,0.023057894265501772,0.046394504038970254
L106663,Dabrafenib,3,0,0.2186598922625351,0.09029195479406729,0.0330877527081508,0.023057894265501772,0.046394504038970254
