clone_id,treatment,outer_fold,y,pred_W0,pred_W1,pred_W2,pred_W3,pred_W4,pred_W5
L105502,Doxorubicin,1,0,0.2997994308885851,0.1410322674669205,0.3206378155762583,0.3548371002991688,0.1463815724184738,0.1454472857021058
L105502,Trametinib,1,0,0.1972621510625855,0.0771757232365809,0.3206378155762583,0.2322668555982409,0.0785811498062371,0.057668884308002814
L10551,Acid,2,0,0.4723002644704608,0.4182482055123107,0.170986550187032,0.3491349213568816,0.2949427411455674,0.2976317454258943
L10551,Cisplatin,2,0,0.2026102523734454,0.1337855071112935,0.170986550187032,0.1187261318366028,0.0813793370146568,0.07032387717081337
L10551,CoCl2,2,0,0.2266829195508383,0.1554222690865395,0.170986550187032,0.1356331655205383,0.0956310165336164,0.1321021975928485
L10551,Dabrafenib,2,0,0.2266829195508383,0.1554222690865395,0.170986550187032,0.1356331655205384,0.0956310165336164,0.05308203217991979
L10551,Doxorubicin,2,0,0.2819646373115759,0.20866797340549,0.170986550187032,0.1769897017828631,0.1322622244810356,0.1520100527002753
L10551,Trametinib,2,0,0.194586034559209,0.1267891472075863,0.170986550187032,0.1132340687214683,0.0768552034301669,0.06520074059169258
L105784,Acid,1,0,0.4758727382102801,0.5091537836307407,0.3406932816606597,0.5797610962252431,0.4080077648551637,0.4082525199687643
L105784,Cisplatin,1,0,0.1945871959380825,0.1759966798595818,0.3406932816606597,0.2467723412642898,0.1160815834800087,0.1838863186550103
L105784,CoCl2,1,0,0.2356004453330165,0.2228416261213359,0.3406932816606597,0.2980738820400765,0.1509947014848965,0.23915792640329905
L105784,Dabrafenib,1,0,0.2320338480452489,0.218679419027207,0.3406932816606597,0.2936264112765018,0.147820850406967,0.07906468498474473
L105784,Doxorubicin,1,0,0.2997994308885851,0.2997248977938739,0.3406932816606597,0.3774878902033389,0.2123894832977893,0.24224691322161565
L105784,Trametinib,1,0,0.1972621510625855,0.1789879266198048,0.3406932816606597,0.2501268601084862,0.1182510758520427,0.04961956837178586
L105849,Acid,3,1,0.4704989420167573,0.2940412912595201,0.1806405743308646,0.3665557232412626,0.2579840794107874,0.17997706062383492
L105849,Cisplatin,3,0,0.1901270509498604,0.0793152022594877,0.1806405743308646,0.1207608165794524,0.0627123891754046,0.06359558576312371
L105849,CoCl2,3,0,0.2186598922625351,0.0960772445913733,0.1806405743308646,0.141976368998355,0.0766858067226847,0.11132224299641139
L105849,Dabrafenib,3,0,0.2186598922625351,0.0960772445913736,0.1806405743308646,0.141976368998355,0.0766858067226847,0.04029126516777332
L105849,Doxorubicin,3,0,0.2882083795228566,0.1423477794644546,0.1806405743308646,0.1976371259509314,0.1164861800803921,0.15915136482107092
L105849,Trametinib,3,1,0.1919105456868687,0.0803273884269043,0.1806405743308646,0.1220598907414105,0.0635471435478076,0.034395961580961566
L106015,Acid,2,1,0.4723002644704608,0.5974253871585411,0.3079755766238439,0.5465634310173186,0.6206399630902133,0.5755232365810136
