clone_id,treatment,n_naive_cells,naive_pooled_fraction,n_post_cells,post_fraction,post_rank,post_rank_fraction,post_tie_size,detected_post,outcome_observation_status,treatment_sample_available,treatment_total_assigned_cells,naive_source_samples,outer_group,outer_fold
L224895,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive3,L224895,4
L225616,Acid,2,0.00030821,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2,L225616,2
L225616,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2,L225616,2
L225616,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2,L225616,2
L225616,Dabrafenib,2,0.00030821,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2,L225616,2
L225616,Doxorubicin,2,0.00030821,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2,L225616,2
L225616,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2,L225616,2
L22635,Acid,1,0.00015411,4,0.00055203,267,0.19057816,51,True,observed_nonzero,True,7246,Naive2,L22635,3
L22635,Cisplatin,1,0.00015411,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive2,L22635,3
L22635,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2,L22635,3
L22635,Dabrafenib,1,0.00015411,50,0.00811162,13,0.00927909,2,True,observed_nonzero,True,6164,Naive2,L22635,3
L22635,Doxorubicin,1,0.00015411,1,0.00035311,218,0.15560314,188,True,observed_nonzero,True,2832,Naive2,L22635,3
L22635,Trametinib,1,0.00015411,100,0.01235941,8,0.00571021,1,True,observed_nonzero,True,8091,Naive2,L22635,3
L227050,Acid,6,0.00092464,3,0.00041402,318,0.22698073,62,True,observed_nonzero,True,7246,Naive2|Naive3,L227050,3
L227050,Cisplatin,6,0.00092464,2,0.00029347,60,0.04282655,50,True,observed_nonzero,True,6815,Naive2|Naive3,L227050,3
L227050,CoCl2,6,0.00092464,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2|Naive3,L227050,3
L227050,Dabrafenib,6,0.00092464,15,0.00243348,42,0.02997859,2,True,observed_nonzero,True,6164,Naive2|Naive3,L227050,3
L227050,Doxorubicin,6,0.00092464,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2|Naive3,L227050,3
L227050,Trametinib,6,0.00092464,1,0.00012359,161,0.11491792,114,True,observed_nonzero,True,8091,Naive2|Naive3,L227050,3
L227315,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2,L227315,2
L227315,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2,L227315,2
L227315,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2,L227315,2
L227315,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2,L227315,2
L227315,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2,L227315,2
L227315,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2,L227315,2
L227359,Acid,16,0.00246571,21,0.00289815,70,0.04996431,5,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L227359,0
L227359,Cisplatin,16,0.00246571,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L227359,0
L227359,CoCl2,16,0.00246571,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L227359,0
L227359,Dabrafenib,16,0.00246571,2,0.00032446,135,0.09635974,47,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L227359,0
L227359,Doxorubicin,16,0.00246571,1,0.00035311,218,0.15560314,188,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L227359,0
L227359,Trametinib,16,0.00246571,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L227359,0
L22744,Acid,3,0.00046232,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2|Naive3,L22744,4
L22744,Cisplatin,3,0.00046232,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2|Naive3,L22744,4
L22744,CoCl2,3,0.00046232,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2|Naive3,L22744,4
L22744,Dabrafenib,3,0.00046232,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2|Naive3,L22744,4
L22744,Doxorubicin,3,0.00046232,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2|Naive3,L22744,4
L22744,Trametinib,3,0.00046232,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2|Naive3,L22744,4
L227502,Acid,9,0.00138696,7,0.00096605,192,0.13704497,24,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L227502,2
L227502,Cisplatin,9,0.00138696,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L227502,2
L227502,CoCl2,9,0.00138696,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L227502,2
L227502,Dabrafenib,9,0.00138696,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L227502,2
L227502,Doxorubicin,9,0.00138696,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L227502,2
L227502,Trametinib,9,0.00138696,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L227502,2
L227671,Acid,2,0.00030821,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive2|Naive3,L227671,2
L227671,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2|Naive3,L227671,2
L227671,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2|Naive3,L227671,2
L227671,Dabrafenib,2,0.00030821,1,0.00016223,182,0.12990721,140,True,observed_nonzero,True,6164,Naive2|Naive3,L227671,2
L227671,Doxorubicin,2,0.00030821,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2|Naive3,L227671,2
L227671,Trametinib,2,0.00030821,1,0.00012359,161,0.11491792,114,True,observed_nonzero,True,8091,Naive2|Naive3,L227671,2
L227801,Acid,1,0.00015411,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive3,L227801,4
L227801,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L227801,4
L227801,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L227801,4
L227801,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L227801,4
L227801,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L227801,4
L227801,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L227801,4
L227975,Acid,8,0.00123286,2,0.00027601,380,0.27123483,107,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L227975,1
L227975,Cisplatin,8,0.00123286,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L227975,1
L227975,CoCl2,8,0.00123286,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L227975,1
L227975,Dabrafenib,8,0.00123286,1,0.00016223,182,0.12990721,140,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L227975,1
L227975,Doxorubicin,8,0.00123286,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L227975,1
L227975,Trametinib,8,0.00123286,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L227975,1
L22805,Acid,1,0.00015411,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive2,L22805,0
L22805,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2,L22805,0
L22805,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2,L22805,0
L22805,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2,L22805,0
L22805,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2,L22805,0
L22805,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2,L22805,0
L228088,Acid,3,0.00046232,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive3,L228088,1
L228088,Cisplatin,3,0.00046232,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive3,L228088,1
L228088,CoCl2,3,0.00046232,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L228088,1
L228088,Dabrafenib,3,0.00046232,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L228088,1
L228088,Doxorubicin,3,0.00046232,1,0.00035311,218,0.15560314,188,True,observed_nonzero,True,2832,Naive3,L228088,1
L228088,Trametinib,3,0.00046232,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L228088,1
L228182,Acid,8,0.00123286,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L228182,0
L228182,Cisplatin,8,0.00123286,4,0.00058694,23,0.01641685,14,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L228182,0
L228182,CoCl2,8,0.00123286,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L228182,0
L228182,Dabrafenib,8,0.00123286,2,0.00032446,135,0.09635974,47,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L228182,0
L228182,Doxorubicin,8,0.00123286,3,0.00105932,96,0.06852248,39,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L228182,0
L228182,Trametinib,8,0.00123286,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L228182,0
L228345,Acid,1,0.00015411,2,0.00027601,380,0.27123483,107,True,observed_nonzero,True,7246,Naive3,L228345,2
L228345,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L228345,2
L228345,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L228345,2
L228345,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L228345,2
L228345,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L228345,2
L228345,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L228345,2
L228412,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2,L228412,4
L228412,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2,L228412,4
L228412,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2,L228412,4
L228412,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2,L228412,4
L228412,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2,L228412,4
L228412,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2,L228412,4
L228798,Acid,1,0.00015411,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive3,L228798,0
L228798,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L228798,0
L228798,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L228798,0
L228798,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L228798,0
L228798,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L228798,0
L228798,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L228798,0
L229019,Acid,2,0.00030821,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1|Naive3,L229019,0
L229019,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive3,L229019,0
L229019,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive3,L229019,0
L229019,Dabrafenib,2,0.00030821,12,0.00194679,48,0.03426124,2,True,observed_nonzero,True,6164,Naive1|Naive3,L229019,0
L229019,Doxorubicin,2,0.00030821,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive3,L229019,0
L229019,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive3,L229019,0
L229064,Acid,1,0.00015411,4,0.00055203,267,0.19057816,51,True,observed_nonzero,True,7246,Naive1,L229064,4
L229064,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1,L229064,4
L229064,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1,L229064,4
L229064,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1,L229064,4
L229064,Doxorubicin,1,0.00015411,2,0.00070621,135,0.09635974,83,True,observed_nonzero,True,2832,Naive1,L229064,4
L229064,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1,L229064,4
L229096,Acid,6,0.00092464,4,0.00055203,267,0.19057816,51,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L229096,4
L229096,Cisplatin,6,0.00092464,2,0.00029347,60,0.04282655,50,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L229096,4
L229096,CoCl2,6,0.00092464,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L229096,4
L229096,Dabrafenib,6,0.00092464,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L229096,4
L229096,Doxorubicin,6,0.00092464,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L229096,4
L229096,Trametinib,6,0.00092464,1,0.00012359,161,0.11491792,114,True,observed_nonzero,True,8091,Naive1|Naive2|Naive3,L229096,4
L229114,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1,L229114,2
L229114,Cisplatin,1,0.00015411,2,0.00029347,60,0.04282655,50,True,observed_nonzero,True,6815,Naive1,L229114,2
L229114,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1,L229114,2
L229114,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1,L229114,2
L229114,Doxorubicin,1,0.00015411,1,0.00035311,218,0.15560314,188,True,observed_nonzero,True,2832,Naive1,L229114,2
L229114,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1,L229114,2
L229177,Acid,1,0.00015411,3,0.00041402,318,0.22698073,62,True,observed_nonzero,True,7246,Naive2,L229177,1
L229177,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2,L229177,1
L229177,CoCl2,1,0.00015411,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive2,L229177,1
L229177,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2,L229177,1
L229177,Doxorubicin,1,0.00015411,3,0.00105932,96,0.06852248,39,True,observed_nonzero,True,2832,Naive2,L229177,1
L229177,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2,L229177,1
L229269,Acid,7,0.00107875,16,0.00220811,93,0.06638116,4,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L229269,2
L229269,Cisplatin,7,0.00107875,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L229269,2
L229269,CoCl2,7,0.00107875,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L229269,2
L229269,Dabrafenib,7,0.00107875,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L229269,2
L229269,Doxorubicin,7,0.00107875,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L229269,2
L229269,Trametinib,7,0.00107875,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L229269,2
L229494,Acid,7,0.00107875,8,0.00110406,173,0.12348323,19,True,observed_nonzero,True,7246,Naive1|Naive3,L229494,1
L229494,Cisplatin,7,0.00107875,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive3,L229494,1
L229494,CoCl2,7,0.00107875,10,0.0019478,19,0.01356174,5,True,observed_nonzero,True,5134,Naive1|Naive3,L229494,1
L229494,Dabrafenib,7,0.00107875,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive3,L229494,1
L229494,Doxorubicin,7,0.00107875,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive3,L229494,1
L229494,Trametinib,7,0.00107875,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive3,L229494,1
L229764,Acid,2,0.00030821,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive1|Naive3,L229764,2
L229764,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive3,L229764,2
L229764,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive3,L229764,2
L229764,Dabrafenib,2,0.00030821,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive3,L229764,2
L229764,Doxorubicin,2,0.00030821,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive3,L229764,2
L229764,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive3,L229764,2
L229874,Acid,31,0.00477732,4,0.00055203,267,0.19057816,51,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L229874,1
L229874,Cisplatin,31,0.00477732,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L229874,1
L229874,CoCl2,31,0.00477732,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L229874,1
L229874,Dabrafenib,31,0.00477732,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L229874,1
L229874,Doxorubicin,31,0.00477732,2,0.00070621,135,0.09635974,83,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L229874,1
L229874,Trametinib,31,0.00477732,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L229874,1
L23022,Acid,3,0.00046232,1,0.00013801,487,0.34760885,179,True,observed_nonzero,True,7246,Naive1|Naive3,L23022,1
L23022,Cisplatin,3,0.00046232,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive3,L23022,1
L23022,CoCl2,3,0.00046232,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive1|Naive3,L23022,1
L23022,Dabrafenib,3,0.00046232,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive3,L23022,1
L23022,Doxorubicin,3,0.00046232,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive3,L23022,1
L23022,Trametinib,3,0.00046232,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive3,L23022,1
L230229,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2,L230229,3
L230229,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2,L230229,3
L230229,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2,L230229,3
L230229,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2,L230229,3
L230229,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2,L230229,3
L230229,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2,L230229,3
L230614,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2,L230614,1
L230614,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2,L230614,1
L230614,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2,L230614,1
L230614,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive2,L230614,1
L230614,Doxorubicin,1,0.00015411,4,0.00141243,70,0.04996431,26,True,observed_nonzero,True,2832,Naive2,L230614,1
L230614,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive2,L230614,1
L23071,Acid,2,0.00030821,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L23071,4
L23071,Cisplatin,2,0.00030821,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive3,L23071,4
L23071,CoCl2,2,0.00030821,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L23071,4
L23071,Dabrafenib,2,0.00030821,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L23071,4
L23071,Doxorubicin,2,0.00030821,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L23071,4
L23071,Trametinib,2,0.00030821,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L23071,4
L230913,Acid,25,0.00385267,6,0.00082804,216,0.15417559,16,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L230913,1
L230913,Cisplatin,25,0.00385267,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1|Naive2|Naive3,L230913,1
L230913,CoCl2,25,0.00385267,7,0.00136346,30,0.02141328,6,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L230913,1
L230913,Dabrafenib,25,0.00385267,1,0.00016223,182,0.12990721,140,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L230913,1
L230913,Doxorubicin,25,0.00385267,3,0.00105932,96,0.06852248,39,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L230913,1
L230913,Trametinib,25,0.00385267,2,0.00024719,124,0.08850821,37,True,observed_nonzero,True,8091,Naive1|Naive2|Naive3,L230913,1
L231007,Acid,25,0.00385267,11,0.00151808,136,0.09707352,13,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L231007,2
L231007,Cisplatin,25,0.00385267,2,0.00029347,60,0.04282655,50,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L231007,2
L231007,CoCl2,25,0.00385267,1,0.00019478,179,0.12776588,141,True,observed_nonzero,True,5134,Naive1|Naive2|Naive3,L231007,2
L231007,Dabrafenib,25,0.00385267,5,0.00081116,91,0.0649536,9,True,observed_nonzero,True,6164,Naive1|Naive2|Naive3,L231007,2
L231007,Doxorubicin,25,0.00385267,2,0.00070621,135,0.09635974,83,True,observed_nonzero,True,2832,Naive1|Naive2|Naive3,L231007,2
L231007,Trametinib,25,0.00385267,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L231007,2
L231021,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive3,L231021,1
L231021,Cisplatin,1,0.00015411,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive3,L231021,1
L231021,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive3,L231021,1
L231021,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive3,L231021,1
L231021,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive3,L231021,1
L231021,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive3,L231021,1
L23111,Acid,3,0.00046232,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive2|Naive3,L23111,1
L23111,Cisplatin,3,0.00046232,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive2|Naive3,L23111,1
L23111,CoCl2,3,0.00046232,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive2|Naive3,L23111,1
L23111,Dabrafenib,3,0.00046232,5,0.00081116,91,0.0649536,9,True,observed_nonzero,True,6164,Naive2|Naive3,L23111,1
L23111,Doxorubicin,3,0.00046232,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive2|Naive3,L23111,1
L23111,Trametinib,3,0.00046232,11,0.00135954,46,0.03283369,4,True,observed_nonzero,True,8091,Naive2|Naive3,L23111,1
L231119,Acid,1,0.00015411,0,0.0,666,0.47537473,736,False,observed_zero,True,7246,Naive1,L231119,1
L231119,Cisplatin,1,0.00015411,0,0.0,273,0.19486081,1129,False,observed_zero,True,6815,Naive1,L231119,1
L231119,CoCl2,1,0.00015411,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1,L231119,1
L231119,Dabrafenib,1,0.00015411,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1,L231119,1
L231119,Doxorubicin,1,0.00015411,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1,L231119,1
L231119,Trametinib,1,0.00015411,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1,L231119,1
L23121,Acid,9,0.00138696,18,0.00248413,86,0.06138473,5,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L23121,1
L23121,Cisplatin,9,0.00138696,1,0.00014674,110,0.07851535,163,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L23121,1
L23121,CoCl2,9,0.00138696,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L23121,1
L23121,Dabrafenib,9,0.00138696,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L23121,1
L23121,Doxorubicin,9,0.00138696,0,0.0,406,0.289793,996,False,observed_zero,True,2832,Naive1|Naive2|Naive3,L23121,1
L23121,Trametinib,9,0.00138696,0,0.0,275,0.19628837,1127,False,observed_zero,True,8091,Naive1|Naive2|Naive3,L23121,1
L231446,Acid,7,0.00107875,4,0.00055203,267,0.19057816,51,True,observed_nonzero,True,7246,Naive1|Naive2|Naive3,L231446,0
L231446,Cisplatin,7,0.00107875,2,0.00029347,60,0.04282655,50,True,observed_nonzero,True,6815,Naive1|Naive2|Naive3,L231446,0
L231446,CoCl2,7,0.00107875,0,0.0,320,0.22840828,1082,False,observed_zero,True,5134,Naive1|Naive2|Naive3,L231446,0
L231446,Dabrafenib,7,0.00107875,0,0.0,322,0.22983583,1080,False,observed_zero,True,6164,Naive1|Naive2|Naive3,L231446,0
